unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN DE INSTITUCIONES DE ATENCIÓN ESPECIALIZADA,Ministerio de Desarrollo de la Comunidad,"DIRECCIÓN PROVINCIAL DE PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,CUCUCCIO,Jorge Alberto,Masculino,Decreto 636/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/636/357620,01/11/2022
DIRECCIÓN DE REGIÓN DE CASAS DE CUIDADOS PARA LAS NIÑECES Y ADOLESCENCIA II,Ministerio de Desarrollo de la Comunidad,"DIRECCIÓN PROVINCIAL DE PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,,,,,,
DIRECCIÓN DE REGIÓN DE CASAS DE CUIDADOS PARA LAS NIÑECES Y ADOLESCENCIA III,Ministerio de Desarrollo de la Comunidad,"DIRECCIÓN PROVINCIAL DE PROTECCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,_____,_,Masculino,,,
Dirección Regional de Coordinación de Servicios Zonales y Locales Región I,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE COORDINACIÓN DE SERVICIOS ZONALES Y LOCALES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,GOTTA,Viviana Clelia,Femenino,Decreto 2554/2022,https://normas.gba.gob.ar/documentos/0Z65gZfq.pdf,15/07/2022
Dirección Regional de Coordinación de Servicios Zonales y Locales Región II,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE COORDINACIÓN DE SERVICIOS ZONALES Y LOCALES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,MARINO,Roberto Ángel,Masculino,Decreto 2554/2022,https://normas.gba.gob.ar/documentos/0Z65gZfq.pdf,15/08/2022
Dirección Regional de Coordinación de Servicios Zonales y Locales Región III,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE COORDINACIÓN DE SERVICIOS ZONALES Y LOCALES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,,,,,,
Regional de Coordinación de Servicios Zonales y Locales Región IV,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE COORDINACIÓN DE SERVICIOS ZONALES Y LOCALES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,,,,,,
Dirección Regional de Coordinación de Servicios Zonales y Locales Región V,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE COORDINACIÓN DE SERVICIOS ZONALES Y LOCALES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,BURGOS,Leonardo,Masculino,Resolución 1033/2024 del Organismo Provincial de la Niñez y Adolescencia,https://normas.gba.gob.ar/ar-b/resolucion/2024/1033/555754,01/03/2024
DIRECCIÓN DE REGIÓN DE DISPOSITIVOS DE SUPERVISIÓN Y MONITOREO I,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE PROGRAMAS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,CASALI,Marta Cecilia,Femenino,Decreto 2554/2022,https://normas.gba.gob.ar/documentos/0Z65gZfq.pdf,01/07/2022
DIRECCIÓN DE REGIÓN DE DISPOSITIVOS DE SUPERVISIÓN Y MONITOREO II,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE PROGRAMAS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,BARRETO,Sandra Lilian,Femenino,Resolución 966/2024 de la Dirección Ejecutiva del Organismo Provincial de la Niñez y Adolescencia,https://normas.gba.gob.ar/ar-b/resolucion/2024/966/456024,01/03/2024
DIRECCIÓN DE REGIÓN DE DISPOSITIVOS DE SUPERVISIÓN Y MONITOREO III,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE PROGRAMAS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,TUNDIDOR,Lidia Elena,Femenino,DECRETO 1691/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/1691/386586,
DIRECCIÓN DE REGIÓN DE DISPOSITIVOS DE SUPERVISIÓN Y MONITOREO IV,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE PROGRAMAS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,_____,_,Masculino,,,
DIRECCIÓN DE REGIÓN DE DISPOSITIVOS DE SUPERVISIÓN Y MONITOREO V,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE PROGRAMAS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,_____,_,Masculino,,,
DIRECCIÓN DE CENTROS SOCIOEDUCATIVOS DE RESTRICCIÓN DE LA LIBERTAD AMBULATORIA ,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE ESTABLECIMIENTOS PENALES JUVENILES,Decreto 3396/2024,https://normas.gba.gov.ar/ar-b/decreto/2024/3396/477821,17/12/2024,https://www.snya.gba.gob.ar/,TORREZ,Analía Nancy,Femenino,Resolución 885/2025 del Organismo Provincial de la Niñez y Adolescencia,https://normas.gba.gob.ar/ar-b/resolucion/2025/885/555744,
DIRECCIÓN DE REGIÓN DE CENTROS CERRADOS I,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE ESTABLECIMIENTOS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,PEREZ GONZALEZ,Martín Ariel,Masculino,Resolución 1756/2024 de la Dirección Ejecutiva del Organismo Provincial de la Niñez y Adolescencia,https://normas.gba.gob.ar/ar-b/resolucion/2024/1756/502026,01/10/2024
DIRECCIÓN DE REGIÓN DE CENTROS CERRADOS II,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE ESTABLECIMIENTOS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,NAVARRO,Mariano Ángel,Masculino,Decreto 2554/2022,https://normas.gba.gob.ar/documentos/0Z65gZfq.pdf,01/07/2022
DIRECCIÓN DE REGIÓN DE CENTROS CERRADOS III,Ministerio de Desarrollo de la Comunidad,DIRECCIÓN PROVINCIAL DE ESTABLECIMIENTOS PENALES JUVENILES,Decreto 53/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/53/276532,25/01/2022,https://www.snya.gba.gob.ar/,"_,_","_,_",Femenino,,,
